date,open,close,high,low,volume,amount
2024-07-11,4902.81,4939.73,4941.7,4871.17,115275494,133127527342.5
2024-07-12,4926.98,4919.36,4937.35,4905.8,97175106,115594261299.6
2024-07-15,4903.52,4883.9,4903.52,4868.74,86824312,102734711417.3
2024-07-16,4877.6,4898.36,4907.83,4850.43,87267978,113648284397.5
2024-07-17,4893.41,4856.58,4900.36,4853.6,96909547,117932902593.7
2024-07-18,4822.13,4877.69,4879.69,4793.43,96654750,115283847816.1
2024-07-19,4853.04,4872.05,4900.38,4842.93,93290746,111989382468.3
2024-07-22,4872.64,4865.98,4885.36,4839.11,92710458,110307683161.2
2024-07-23,4862.97,4722.8,4862.97,4722.8,102403712,110578297603.3
2024-07-24,4712.29,4668.06,4738.76,4661.83,112674635,103026731862.0
2024-07-25,4644.42,4665.45,4710.46,4635.24,88600074,95885153870.2
2024-07-26,4670.45,4736.38,4744.45,4670.45,86472049,94118612207.0
2024-07-29,4740.5,4708.84,4742.15,4702.98,81102039,90979232032.0
2024-07-30,4694.52,4699.28,4712.04,4650.56,83353382,86181033613.6
2024-07-31,4694.73,4886.41,4887.92,4687.05,143180919,146601666177.8
2024-08-01,4893.87,4852.97,4928.24,4834.65,113213393,119765528788.7
2024-08-02,4816.94,4788.62,4874.71,4783.12,98529844,105654740577.4
2024-08-05,4756.08,4693.85,4846.54,4693.82,113338148,123487463651.4
2024-08-06,4740.45,4750.78,4774.93,4699.18,107774770,105286322238.1
2024-08-07,4747.98,4751.94,4783.42,4719.94,96989481,96834771203.2
2024-08-08,4737.09,4755.81,4791.66,4701.79,104309253,95364149202.0
2024-08-09,4778.26,4720.31,4805.1,4720.31,108819586,88057504682.2
2024-08-12,4716.96,4714.16,4737.19,4696.05,89100832,76375856580.1
2024-08-13,4713.96,4731.84,4731.84,4680.59,81365173,71101413451.5
2024-08-14,4729.81,4667.07,4730.24,4667.07,74588030,68308163886.2
2024-08-15,4656.7,4698.38,4746.41,4647.79,90973293,83712897622.1
2024-08-16,4703.6,4670.38,4708.02,4662.11,87379580,81927269812.8
2024-08-19,4666.33,4682.96,4729.87,4666.26,87136867,80742361426.1
2024-08-20,4684.29,4602.01,4686.36,4590.39,91846146,81351685184.9
2024-08-21,4589.09,4587.12,4610.87,4582.27,83526910,74809964819.1
2024-08-22,4589.5,4533.37,4595.05,4526.25,85856868,78202476718.8
2024-08-23,4523.99,4537.09,4549.3,4513.2,75778364,71369991695.7
2024-08-26,4542.86,4544.36,4558.59,4523.73,87118296,84365247766.9
2024-08-27,4532.49,4495.29,4532.49,4487.09,82529205,78742868644.7
2024-08-28,4486.43,4500.01,4527.77,4482.03,82681199,74244549232.7
2024-08-29,4483.55,4557.9,4577.79,4475.22,103115562,96829969885.4
2024-08-30,4557.5,4639.11,4704.34,4548.38,151593361,144749168233.3
2024-09-02,4631.9,4546.88,4632.31,4546.84,126368517,115893027848.1
2024-09-03,4543.22,4596.48,4612.28,4543.22,98589686,92749159672.5
2024-09-04,4567.69,4582.08,4623.38,4552.3,92435685,88646018095.4
2024-09-05,4585.17,4601.09,4630.64,4582.05,80583723,80148632780.7
2024-09-06,4609.34,4537.45,4613.31,4535.35,90147596,80215749103.2
2024-09-09,4517.57,4507.19,4541.79,4487.84,91944608,81907584834.7
2024-09-10,4509.32,4507.71,4528.67,4432.91,98529542,87011759811.7
2024-09-11,4490.19,4514.92,4529.35,4479.03,85206842,81707868059.9
2024-09-12,4518.99,4496.59,4568.75,4496.59,86654304,80916511375.5
2024-09-13,4500.39,4450.96,4509.07,4450.96,92533757,85710614259.9
2024-09-18,4450.09,4462.87,4474.72,4397.16,90989683,79102523647.7
2024-09-19,4481.46,4520.39,4565.39,4437.54,115611868,105405904204.6
2024-09-20,4514.96,4498.39,4515.81,4471.94,94312044,89084435754.7
2024-09-23,4495.78,4494.69,4545.54,4483.13,89935227,85104838086.0
2024-09-24,4524.22,4689.6,4690.57,4503.12,177144703,159947071682.9
2024-09-25,4743.63,4731.48,4847.2,4724.43,204593519,182209573751.3
2024-09-26,4726.0,4938.18,4938.18,4719.35,229930323,196122560309.1
2024-09-27,5027.26,5201.67,5227.96,5021.51,230177508,232646658012.5
2024-09-30,5449.79,5743.22,5757.92,5387.34,388703200,418784669568.5
2024-10-08,6417.81,6155.58,6417.81,5868.85,493546420,579263323621.8
2024-10-09,6013.7,5735.64,6088.08,5704.48,431156416,529447530363.7
2024-10-10,5768.61,5690.88,5875.94,5597.48,353480245,390814224053.0
2024-10-11,5650.05,5470.81,5652.85,5408.87,244383373,266749263112.0
2024-10-14,5503.65,5608.15,5623.97,5408.39,250608541,279231292488.6
2024-10-15,5578.26,5472.56,5661.07,5471.88,238997019,276816614630.7
2024-10-16,5393.67,5461.09,5546.18,5393.67,205450926,222425749319.4
2024-10-17,5499.77,5418.99,5541.03,5417.88,202768685,234458932483.4
2024-10-18,5416.03,5640.02,5774.14,5404.2,287114219,352062136787.1
2024-10-21,5680.56,5704.23,5797.88,5631.23,266885186,359965731439.6
2024-10-22,5703.32,5753.85,5779.3,5673.79,237023624,312584329119.8
2024-10-23,5745.11,5776.38,5853.46,5727.77,273412640,336167749458.4
2024-10-24,5747.56,5726.7,5759.87,5694.78,207690046,257232250889.5
2024-10-25,5735.29,5809.69,5855.26,5729.44,236725708,299590180533.3
2024-10-28,5816.33,5883.72,5883.72,5787.48,270653787,312663682663.8
2024-10-29,5903.31,5812.53,5917.21,5807.29,275371143,332481504886.9
2024-10-30,5793.83,5837.93,5869.11,5777.43,252021275,315956554496.2
2024-10-31,5839.98,5901.29,5935.18,5812.03,313549202,377454102584.7
2024-11-01,5893.32,5831.82,5934.2,5795.08,369840641,429257467070.0
2024-11-04,5835.39,5928.91,5928.91,5835.39,286552294,342776867779.9
2024-11-05,5925.87,6111.97,6119.25,5910.89,366344492,441462863294.4
2024-11-06,6134.92,6125.79,6204.53,6081.81,415187737,502324104677.0
2024-11-07,6061.73,6239.56,6240.76,6049.59,418413323,465814955829.2
2024-11-08,6306.8,6222.45,6333.68,6206.29,385648347,470080201608.9
2024-11-11,6211.03,6330.62,6330.8,6199.06,334096921,453328339552.7
2024-11-12,6349.23,6263.88,6382.98,6205.1,332856919,452685440809.0
2024-11-13,6234.16,6259.84,6282.28,6162.9,260400673,347812976326.8
2024-11-14,6240.61,6078.31,6240.61,6068.66,239743138,317335892174.5
2024-11-15,6055.54,5924.48,6093.42,5924.35,236226042,309679795180.8
2024-11-18,5940.49,5833.04,5977.49,5799.91,282527224,296423264134.4
2024-11-19,5836.61,5936.6,5936.93,5776.2,241404215,262477730599.7
2024-11-20,5920.32,5992.39,6015.23,5909.11,217345224,261005441610.0
2024-11-21,5973.15,5985.31,6009.63,5937.81,206198941,252722313895.1
2024-11-22,5969.08,5750.25,5983.34,5750.25,225066737,267675732292.4
2024-11-25,5754.55,5735.65,5774.82,5662.09,186005060,215261571671.1
2024-11-26,5727.37,5690.48,5773.36,5688.58,147562865,170186745318.8
2024-11-27,5669.55,5804.94,5805.64,5604.0,175313302,204528721580.5
2024-11-28,5802.8,5757.6,5826.49,5749.29,172183537,204358289211.1
2024-11-29,5748.17,5851.94,5899.87,5736.41,204255544,243571196943.7
2024-12-02,5853.71,5943.62,5956.6,5848.42,236181308,257212815525.1
2024-12-03,5946.74,5932.12,5954.66,5877.8,209870509,229346951926.7
2024-12-04,5929.48,5879.27,5940.85,5850.91,215991634,234212942758.9
2024-12-05,5855.74,5901.99,5923.62,5853.53,198542236,212251881677.0
2024-12-06,5903.5,5979.2,6011.77,5877.04,265329536,255600553068.3
2024-12-09,5983.33,5947.11,6004.23,5911.36,284462209,237294662391.5
2024-12-10,6132.29,5992.09,6141.07,5982.58,320527823,324711288431.3
2024-12-11,5973.33,6047.11,6051.47,5972.27,253883941,250011474489.1
2024-12-12,6048.78,6100.39,6107.71,6023.23,243653690,258380795570.8
2024-12-13,6065.95,5988.29,6065.95,5988.29,286328198,307316221178.0
2024-12-16,5983.16,5912.6,5991.58,5888.04,214647441,241790858877.2
2024-12-17,5896.97,5848.16,5924.62,5837.25,193108547,204630242337.7
2024-12-18,5861.26,5888.62,5921.98,5853.16,187996290,193282038369.0
2024-12-19,5829.26,5901.92,5918.49,5816.47,196531194,211287492264.4
2024-12-20,5889.95,5917.18,5962.42,5889.95,178090399,221132517265.6
2024-12-23,5917.69,5818.55,5935.15,5815.34,177315486,217347047187.5
2024-12-24,5827.16,5895.26,5897.19,5827.16,167365824,196112525345.7
2024-12-25,5896.43,5840.29,5897.51,5796.65,157279132,191269446368.3
2024-12-26,5830.72,5887.06,5897.48,5830.72,145319444,201723277582.2
2024-12-27,5892.69,5899.17,5975.79,5881.72,179085498,236680633735.7
2024-12-30,5890.46,5898.88,5928.57,5867.85,155565586,196182578970.3
2024-12-31,5902.03,5725.73,5905.46,5725.73,182158855,217194009078.8
2025-01-02,5717.92,5545.82,5722.11,5498.82,193763157,220078999057.0
2025-01-03,5552.75,5427.8,5581.4,5419.74,174077310,187233075270.9
2025-01-06,5421.07,5427.1,5482.63,5384.33,146265658,156743673376.1
2025-01-07,5429.17,5484.68,5485.58,5405.13,145065278,159836326878.2
2025-01-08,5462.32,5461.59,5501.66,5326.93,163849915,181141237075.9
2025-01-09,5437.81,5456.59,5493.68,5436.7,129832627,156798867820.6
2025-01-10,5449.0,5369.28,5496.38,5369.28,130179553,159984103633.2
2025-01-13,5319.7,5381.7,5422.01,5319.27,119682937,139406540969.0
2025-01-14,5393.76,5572.27,5582.84,5378.59,172142860,208083727936.2
2025-01-15,5559.58,5522.46,5569.19,5509.58,138393243,169060453013.4
2025-01-16,5546.7,5545.63,5633.85,5508.91,149318085,182995873631.7
2025-01-17,5524.21,5587.29,5621.94,5519.41,126691174,164437435727.2
2025-01-20,5621.92,5614.33,5665.18,5598.16,135712507,173426107632.4
2025-01-21,5639.6,5633.92,5642.92,5573.5,126491300,170909135202.8
2025-01-22,5606.85,5607.06,5618.58,5567.78,115374996,158106585548.6
2025-01-23,5659.37,5584.25,5717.69,5584.25,163419987,203633761249.2
2025-01-24,5570.48,5649.95,5660.43,5570.48,139438058,180858845316.0
2025-01-27,5660.48,5589.34,5676.03,5589.34,136546056,163085841547.7
2025-02-05,5643.17,5614.39,5646.04,5588.56,155674141,214999512244.8
2025-02-06,5606.87,5747.9,5749.02,5597.32,181428193,257122087039.6
2025-02-07,5750.29,5833.99,5889.43,5741.73,232718863,327949184790.5
2025-02-10,5858.24,5888.55,5895.41,5836.17,209300905,286253277530.5
2025-02-11,5890.37,5858.28,5890.37,5827.38,181920508,260281069640.5
2025-02-12,5841.36,5940.53,5940.54,5841.32,195446155,285438865878.9
2025-02-13,5938.2,5898.26,5957.58,5889.7,228281839,313080162906.2
2025-02-14,5893.93,5947.8,5954.48,5886.95,211914261,306627494264.1
2025-02-17,5979.84,5948.72,5985.36,5906.27,233901689,356940293723.8
2025-02-18,5935.5,5840.71,5947.93,5816.05,214941482,306905660928.8
2025-02-19,5834.95,5943.88,5945.35,5831.48,205298305,313960331576.5
2025-02-20,5941.6,5957.55,5977.73,5920.57,198207411,305885399073.0
2025-02-21,5969.65,6057.06,6061.82,5943.19,252317128,396960769353.7
2025-02-24,6057.38,6044.97,6079.02,6007.18,243813798,382362648270.6
2025-02-25,5967.04,5979.97,6044.76,5956.18,206833953,340316449158.0
2025-02-26,5990.29,6051.74,6055.87,5973.86,210860898,327265336672.0
2025-02-27,6050.19,6028.99,6064.49,5940.34,216652930,328254761442.7
2025-02-28,5997.92,5859.87,6007.47,5847.15,205223814,298290643729.1
2025-03-03,5875.95,5885.77,5964.27,5851.56,185024581,266955659875.8
2025-03-04,5845.47,5937.63,5943.08,5843.46,153922211,231145314804.5
2025-03-05,5937.11,5950.7,5955.9,5892.53,163071500,241738025092.7
2025-03-06,5980.38,6047.77,6062.54,5972.6,213042852,320542701863.5
2025-03-07,6029.38,6013.77,6067.35,5989.32,207437149,301122130059.3
2025-03-10,6022.68,6013.62,6041.52,5971.81,173044336,248513462299.4
2025-03-11,5944.42,6044.97,6044.97,5942.91,173855643,245205106219.3
2025-03-12,6068.38,6040.5,6098.24,6038.82,184763537,267906301206.6
2025-03-13,6032.85,5993.97,6050.18,5947.78,193710717,253622427436.4
2025-03-14,5993.97,6099.98,6099.98,5978.53,219245834,289038080526.0
2025-03-17,6119.61,6108.02,6129.85,6098.51,184317273,250160671107.9
2025-03-18,6126.04,6133.3,6161.23,6114.21,166023043,236342189394.2
2025-03-19,6117.42,6101.44,6128.23,6076.56,153893780,218871992193.0
2025-03-20,6094.84,6059.49,6109.18,6055.38,147187865,203849586195.9
2025-03-21,6038.99,5971.93,6071.08,5951.8,174103785,225801003414.7
2025-03-24,5973.05,5969.08,5987.06,5882.88,169192435,220094329255.6
2025-03-25,5969.42,5946.95,5993.93,5929.67,147483948,192227014821.0
2025-03-26,5935.85,5948.5,5983.47,5935.85,136702111,171695842016.5
2025-03-27,5932.52,5957.6,6000.66,5891.77,134708904,176590477346.0
2025-03-28,5954.73,5916.03,5973.8,5904.92,134261927,168899478619.3
2025-03-31,5886.96,5857.77,5908.3,5802.42,154256090,189563392181.2
2025-04-01,5870.94,5892.85,5931.5,5867.85,136448602,179327950524.9
2025-04-02,5884.89,5899.09,5936.65,5884.11,112159960,140642079451.3
2025-04-03,5842.62,5845.5,5906.71,5817.97,134938625,173662140191.8
2025-04-07,5523.96,5287.03,5587.85,5212.68,236522656,267397400609.4
2025-04-08,5279.76,5326.91,5371.18,5249.23,223840665,261875349400.4
2025-04-09,5249.68,5439.77,5465.14,5135.97,245118027,288257435803.9
2025-04-10,5534.56,5544.06,5610.19,5513.95,211963035,268666431276.5
2025-04-11,5514.19,5581.32,5631.6,5510.89,164411663,227659789695.8
2025-04-14,5633.78,5627.14,5661.8,5608.73,155487077,207470466690.5
2025-04-15,5625.0,5602.53,5626.68,5567.03,123273708,161900884812.5
2025-04-16,5589.78,5556.86,5592.67,5492.65,132537224,163751037649.9
2025-04-17,5527.59,5557.01,5604.62,5526.89,113652382,148283242243.4
2025-04-18,5546.97,5560.72,5579.48,5525.4,111644258,139804146811.9
2025-04-21,5556.51,5642.38,5646.22,5535.7,123111883,160264813233.9
2025-04-22,5634.89,5624.21,5651.55,5617.88,124666689,164464321326.5
2025-04-23,5647.91,5634.95,5670.26,5614.77,127007764,177991292765.2
2025-04-24,5633.02,5605.88,5651.53,5583.43,122696696,157899194340.6
2025-04-25,5613.14,5627.18,5661.59,5596.53,140000800,171933817273.4
2025-04-28,5624.42,5598.3,5628.08,5587.79,136218094,167616287077.3
2025-04-29,5583.72,5604.91,5622.02,5571.24,126742927,158033003939.8
2025-04-30,5604.65,5631.82,5647.78,5603.17,138386621,181616584522.5
2025-05-06,5668.88,5740.33,5740.33,5666.47,162773606,217059975785.3
2025-05-07,5805.66,5750.29,5819.24,5713.27,171011757,227566204818.1
2025-05-08,5731.72,5773.81,5783.79,5724.95,136140322,187032631458.8
2025-05-09,5770.44,5721.72,5770.44,5705.17,123939007,178162276679.5
2025-05-12,5751.44,5793.67,5794.52,5737.46,135824367,199426833721.2
2025-05-13,5838.03,5781.67,5838.03,5772.07,138271081,194252270526.7
2025-05-14,5778.08,5799.12,5835.49,5750.54,156279994,188145126840.3
2025-05-15,5786.78,5715.3,5786.78,5715.29,135160768,165136693963.9
2025-05-16,5703.74,5715.85,5735.01,5703.74,116709136,141882122895.5
2025-05-19,5719.44,5720.79,5729.07,5669.72,115384939,141098692009.1
2025-05-20,5723.51,5747.37,5759.46,5707.81,116896615,151751185853.6
2025-05-21,5741.69,5757.92,5763.08,5733.83,115804542,155147378006.4
2025-05-22,5739.19,5703.28,5757.79,5701.16,109057720,141620883824.3
2025-05-23,5697.14,5653.04,5738.08,5653.04,114361198,148123602870.9
2025-05-26,5653.21,5669.46,5693.63,5644.58,97170989,127343603493.8
2025-05-27,5666.3,5652.15,5667.87,5629.13,95149363,125275690002.2
2025-05-28,5651.88,5637.24,5660.47,5628.42,94908883,119959827369.0
2025-05-29,5637.06,5719.91,5724.52,5637.06,114682484,148095092966.2
2025-05-30,5704.77,5671.07,5704.77,5665.52,109900707,137670579253.9
2025-06-03,5653.67,5694.84,5710.42,5653.3,122853903,159996843500.1
2025-06-04,5696.57,5739.01,5744.45,5696.57,116196077,150314940398.1
2025-06-05,5741.03,5769.97,5778.1,5719.55,125223584,174970104156.2
2025-06-06,5768.4,5762.08,5771.76,5750.66,108217660,148022372105.1
2025-06-09,5772.78,5805.65,5823.9,5765.35,128188619,171482411225.9
2025-06-10,5809.83,5757.99,5810.92,5715.97,138269181,182980299992.1
2025-06-11,5758.53,5792.95,5818.57,5758.53,123716707,161353672422.0
2025-06-12,5780.97,5799.93,5808.8,5766.52,125615846,165393538363.1
2025-06-13,5783.16,5740.24,5794.67,5728.21,167613374,216010351562.9
2025-06-16,5725.0,5767.81,5775.95,5725.0,128242658,170989175829.1
2025-06-17,5772.3,5750.91,5776.63,5734.83,121526624,160121673881.7
2025-06-18,5740.16,5745.87,5753.71,5709.8,112703844,154540142782.6
2025-06-19,5733.81,5676.83,5750.46,5660.05,125531134,162657974788.2
2025-06-20,5669.09,5639.51,5688.74,5636.78,101794766,135042595005.9
2025-06-23,5613.28,5674.17,5684.4,5613.28,111601802,146034994434.9
2025-06-24,5683.46,5765.84,5766.02,5683.46,142082256,191935453604.6
2025-06-25,5777.74,5862.55,5866.52,5776.12,184632310,239260448527.5
2025-06-26,5868.29,5838.25,5885.25,5835.34,180164163,235223723201.8
2025-06-27,5850.43,5863.73,5905.7,5839.58,199389725,243302989299.7
2025-06-30,5877.67,5915.39,5918.31,5872.23,166275147,226516690563.4
2025-07-01,5915.8,5934.67,5936.92,5890.11,154192365,213595657433.4
2025-07-02,5922.54,5892.95,5922.54,5873.89,162500485,194981070907.2
2025-07-03,5896.24,5922.66,5929.73,5885.94,130070046,174689067393.9
2025-07-04,5917.75,5911.44,5969.3,5889.73,164941060,211373135686.2
2025-07-07,5901.4,5900.41,5910.8,5889.6,137207362,165759099335.8
2025-07-08,5903.1,5977.74,5979.63,5903.1,168681142,216966438897.8
2025-07-09,5980.65,5953.49,5992.13,5940.18,164914402,207864435842.8
2025-07-10,5950.97,5983.05,6000.69,5942.29,176242607,207636636985.2
2025-07-11,5985.82,6027.08,6057.62,5963.26,222363098,263484519394.2
2025-07-14,6033.18,6020.86,6042.89,6011.69,189277444,226290847208.0
2025-07-15,6018.63,6018.76,6049.79,5973.8,189736234,246076758437.0
2025-07-16,6019.58,6017.19,6061.2,5997.16,148610062,213065134852.4
2025-07-17,6013.71,6082.46,6082.46,6013.04,149692658,235042939349.0
2025-07-18,6092.23,6099.61,6112.11,6073.64,153152204,236482711042.0
2025-07-21,6115.03,6161.31,6162.44,6110.99,207350507,272008062680.9
2025-07-22,6166.62,6213.41,6215.41,6152.81,246211642,313661670874.1
2025-07-23,6218.21,6196.76,6256.15,6187.01,258377896,311060238982.0
2025-07-24,6197.85,6293.6,6293.6,6197.85,268355564,320187942645.6
2025-07-25,6297.63,6299.59,6311.17,6276.42,237055328,304368073044.4
2025-07-28,6305.22,6323.42,6329.03,6271.93,214448267,305210098011.3
2025-07-29,6308.12,6356.13,6356.15,6272.31,201757629,292526917595.6
2025-07-30,6345.37,6314.69,6368.27,6269.51,212128411,304778465291.6
2025-07-31,6297.91,6226.34,6322.07,6206.19,224214237,322273638101.9
2025-08-01,6221.05,6213.2,6253.66,6177.48,165907191,254479551590.7
2025-08-04,6190.34,6261.73,6261.96,6187.62,148591480,236649250157.6
2025-08-05,6277.01,6303.24,6303.24,6272.51,154206665,235654712149.9
2025-08-06,6298.93,6357.38,6357.59,6293.22,166027638,263770937890.4
2025-08-07,6356.33,6337.54,6366.21,6299.49,170446400,274900586379.3
2025-08-08,6324.17,6323.5,6351.33,6308.15,172507526,259175300068.3
2025-08-11,6335.43,6391.76,6404.83,6335.43,174909199,277034087552.0
2025-08-12,6392.4,6418.16,6418.16,6360.11,168351918,290495345645.2
2025-08-13,6422.79,6508.1,6514.46,6422.21,216022423,353506820818.3
2025-08-14,6509.21,6429.85,6519.79,6411.92,228953168,367959844603.9
2025-08-15,6417.39,6568.57,6570.5,6417.39,245217240,381378599737.4
2025-08-18,6612.99,6668.17,6709.78,6580.44,302448229,491491240868.3
2025-08-19,6663.16,6655.31,6707.11,6631.12,252839276,444629213612.5
2025-08-20,6623.61,6728.07,6728.07,6598.55,244233907,409671381116.0
2025-08-21,6739.69,6704.17,6767.32,6673.06,242540164,404122614402.8
2025-08-22,6704.03,6822.85,6823.36,6704.03,256783820,446681185868.5
2025-08-25,6886.27,6951.9,6967.8,6863.93,333828945,574922701236.5
2025-08-26,6928.29,6964.07,7008.96,6910.41,281532382,490812217440.6
2025-08-27,6964.77,6862.56,7074.63,6862.56,328060183,583863938867.0
2025-08-28,6858.5,7011.16,7011.16,6798.93,308061786,563651749090.8
2025-08-29,7030.27,7043.94,7078.92,6990.75,280915814,523041433984.9
2025-09-01,7087.73,7110.29,7110.69,7038.34,285908311,536161179931.4
2025-09-02,7108.94,6961.69,7108.94,6909.72,294036539,541493734529.3
2025-09-03,6988.02,6868.46,7003.27,6846.18,259083266,449579909558.7
2025-09-04,6884.36,6698.45,6906.69,6607.98,270341894,471991424482.0
2025-09-05,6709.15,6913.95,6919.34,6678.6,240857457,431958521699.5
2025-09-08,6927.41,6992.12,6995.72,6896.66,244174304,455360584113.9
2025-09-09,6959.94,6928.97,6999.73,6895.51,225843557,394761613186.2
2025-09-10,6911.11,6932.11,6977.77,6870.4,189922867,359667340648.0
2025-09-11,6924.3,7122.71,7123.05,6889.59,243951061,469498304002.7
2025-09-12,7115.61,7147.75,7200.16,7112.42,266567508,499359865690.2
2025-09-15,7170.41,7137.36,7174.89,7126.83,238265724,441828732816.1
2025-09-16,7152.19,7190.99,7195.42,7080.43,242349183,435210189393.5
2025-09-17,7184.26,7260.04,7265.39,7159.67,258264449,445549244676.8
2025-09-18,7248.28,7199.88,7350.98,7115.63,348589541,604238742366.8
2025-09-19,7200.69,7170.35,7232.0,7142.06,271507193,450654116274.6
2025-09-22,7182.89,7225.13,7225.86,7143.08,231858069,421916002388.8
2025-09-23,7240.85,7180.71,7250.82,7045.56,281283634,495068970675.9
2025-09-24,7140.31,7323.71,7327.02,7133.43,240064938,477262274280.4
2025-09-25,7325.66,7341.32,7379.61,7312.35,236175030,493046787219.8
2025-09-26,7311.84,7240.91,7351.79,7237.05,211444148,430197601817.0
2025-09-29,7251.52,7350.56,7377.22,7216.74,233539418,433864489694.5
2025-09-30,7372.52,7412.37,7428.03,7372.06,220707502,444956374594.1
2025-10-09,7470.05,7548.92,7559.09,7437.32,283130784,535756806831.8
2025-10-10,7499.39,7398.22,7509.12,7373.98,262256646,502127435137.5
2025-10-13,7135.1,7376.56,7391.82,7135.1,258027817,473285532818.8
2025-10-14,7434.11,7194.85,7459.02,7166.08,277358873,505838515442.6
2025-10-15,7205.74,7294.0,7294.0,7153.42,217559777,397458970801.8
2025-10-16,7269.26,7231.53,7305.95,7206.44,194936370,359837530025.8
2025-10-17,7226.42,7016.07,7254.58,7009.89,200044113,348113892817.2
2025-10-20,7092.88,7069.64,7129.99,7033.38,176834192,314675076901.6
2025-10-21,7095.62,7185.62,7193.73,7082.3,205973829,344991294992.6
2025-10-22,7135.21,7128.48,7166.56,7101.83,169743254,286200266692.2
2025-10-23,7108.85,7142.95,7153.66,7022.29,188933732,286304409856.4
2025-10-24,7175.92,7258.53,7258.53,7174.35,195323933,366061817471.7
2025-10-27,7336.2,7379.39,7391.21,7302.02,232051821,471762068046.1
2025-10-28,7344.45,7341.03,7404.76,7308.27,202118463,422068633884.5
2025-10-29,7350.76,7480.97,7480.97,7350.76,223844133,443141380250.4
2025-10-30,7462.43,7385.71,7463.65,7375.24,243412036,473832269828.3
2025-10-31,7385.74,7331.0,7430.86,7331.0,232041676,434918176654.6
2025-11-03,7327.12,7333.6,7336.51,7214.83,221687060,390397102165.8
2025-11-04,7315.19,7210.83,7323.7,7167.35,193325842,326392392688.4
2025-11-05,7098.96,7229.34,7257.84,7098.96,195580243,311844646147.3
2025-11-06,7243.2,7345.72,7352.18,7243.2,201722967,352809569430.2
2025-11-07,7307.3,7327.91,7371.44,7285.82,192920578,336398935520.3
2025-11-10,7357.34,7343.8,7384.79,7289.77,204501330,371310636981.7
2025-11-11,7364.93,7291.61,7379.81,7281.97,191660313,338597660848.1
2025-11-12,7264.79,7243.25,7305.86,7187.87,185507010,313840341324.2
2025-11-13,7243.64,7355.29,7366.41,7243.64,199890230,339596060555.8
2025-11-14,7283.7,7235.46,7329.6,7235.46,205864910,310485059932.4
2025-11-17,7248.92,7235.35,7262.33,7202.59,203050602,310823159399.7
2025-11-18,7215.03,7151.02,7230.54,7118.41,202214121,306540024621.6
2025-11-19,7141.26,7122.75,7178.15,7086.12,162786602,256755086038.0
2025-11-20,7174.1,7061.95,7180.73,7056.9,159618746,254158167502.1
2025-11-21,6955.75,6817.41,6986.78,6817.41,208933384,310968718151.3
2025-11-24,6856.75,6868.97,6905.92,6797.5,166363913,270213254389.5
2025-11-25,6915.12,6954.6,7018.47,6912.32,162712530,289204914941.8
2025-11-26,6946.08,6965.05,7024.88,6936.88,148943526,274858341724.5
2025-11-27,6970.73,6951.28,7045.84,6943.44,137841103,253013152924.5
2025-11-28,6947.24,7031.55,7031.71,6941.48,140211184,243255194578.2
2025-12-01,7053.85,7101.83,7101.83,7040.8,178973432,308533693613.8
2025-12-02,7084.8,7040.3,7085.3,7022.61,149518197,247360273405.6
2025-12-03,7044.86,6996.36,7064.16,6975.09,157838867,251308651462.9
2025-12-04,7001.64,7012.81,7039.72,6958.63,141038338,239912559988.0
2025-12-05,7008.65,7097.84,7104.02,6965.81,168738274,275108399690.5
2025-12-08,7119.05,7172.37,7193.72,7114.32,192611750,347244592783.5
2025-12-09,7150.97,7121.33,7185.11,7103.83,166901066,305522303623.1
2025-12-10,7111.57,7155.99,7171.97,7070.48,153967827,280495257218.4
2025-12-11,7171.21,7082.89,7179.42,7082.89,181848554,300744575886.1
2025-12-12,7088.1,7169.79,7187.1,7063.84,198402473,373144936682.2
2025-12-15,7121.38,7113.96,7177.15,7110.68,172174064,301023637030.3
2025-12-16,7101.67,7001.32,7102.77,6962.65,172065874,284968704393.8
2025-12-17,7002.51,7137.83,7160.78,6988.87,174413136,302410118522.7
2025-12-18,7096.98,7100.84,7172.96,7094.54,154896123,275510779270.5
2025-12-19,7124.4,7169.55,7197.07,7117.16,178843146,292738015322.5
2025-12-22,7205.49,7255.66,7277.39,7205.49,178242881,327207674824.3
2025-12-23,7257.91,7256.79,7297.7,7228.72,173476002,328559029521.9
2025-12-24,7257.62,7352.04,7362.57,7247.41,168837713,331930929314.7
2025-12-25,7341.92,7410.71,7426.14,7334.34,168414201,336366985228.8
2025-12-26,7422.6,7458.84,7484.92,7397.43,199276884,386914288411.3
2025-12-29,7467.5,7430.61,7491.69,7411.45,198844338,390446087065.9
2025-12-30,7390.14,7458.94,7495.06,7389.87,196203615,407623516139.8
2025-12-31,7473.75,7465.57,7488.07,7435.07,194427743,380369638018.7
2026-01-05,7523.88,7651.2,7651.24,7523.25,251853863,504690493732.0
2026-01-06,7663.94,7814.14,7814.65,7663.66,313125102,571675102991.1
2026-01-07,7838.91,7875.08,7909.66,7828.39,293903440,582740692942.6
2026-01-08,7853.21,7894.54,7938.59,7849.07,293561735,564453373682.6
2026-01-09,7907.85,8056.69,8064.76,7907.85,314624674,631145879411.5
2026-01-12,8141.63,8249.13,8261.35,8103.24,335236286,685824116976.6
2026-01-13,8270.42,8143.28,8270.42,8106.61,364131033,735218804688.9
2026-01-14,8165.35,8227.7,8368.22,8123.4,422766002,815959272095.4
