date,open,close,high,low,volume,amount
2023-07-05,6050.35,6020.82,6059.38,6011.87,104129041,142198505817.2
2023-07-06,6010.66,5988.55,6042.29,5983.48,93965038,131979482562.6
2023-07-07,5973.98,5961.61,5994.28,5936.23,94118346,121687700019.0
2023-07-10,5980.61,5984.28,6003.4,5958.73,85168564,113940191969.5
2023-07-11,5991.02,6029.23,6029.23,5972.14,84531897,117919697046.3
2023-07-12,6030.64,5962.79,6033.58,5960.43,96692241,134419386322.7
2023-07-13,5986.25,6044.06,6049.06,5986.25,99656398,138941870295.0
2023-07-14,6052.95,6030.52,6055.53,6026.33,94963197,137880575951.9
2023-07-17,6012.76,6012.69,6018.07,5985.44,88420212,124991560881.3
2023-07-18,6015.98,6001.8,6027.61,5984.06,87719910,121310187887.2
2023-07-19,5998.38,5993.41,6017.45,5962.99,77791034,104054562581.1
2023-07-20,5996.84,5925.48,6009.43,5920.15,91195368,123684933457.2
2023-07-21,5914.35,5925.63,5961.05,5904.79,81975307,107065413903.9
2023-07-24,5913.57,5916.71,5954.24,5896.45,75928001,99623302711.1
2023-07-25,5976.97,6016.63,6016.75,5971.73,131896392,145732847141.7
2023-07-26,6014.76,6001.54,6015.58,5984.39,121825219,120547387629.8
2023-07-27,5998.85,5961.18,6017.67,5952.89,123000825,117272101565.3
2023-07-28,5945.91,6043.24,6049.76,5932.06,163171871,149147477703.5
2023-07-31,6059.11,6088.24,6133.72,6059.11,186551103,179595743483.0
2023-08-01,6086.9,6098.88,6113.98,6077.11,187588600,166628364673.4
2023-08-02,6088.14,6077.46,6111.24,6059.87,147154529,135758673344.6
2023-08-03,6062.64,6098.69,6101.81,6047.68,146479011,138777463929.6
2023-08-04,6126.15,6128.56,6164.16,6105.64,196943501,186850093568.5
2023-08-07,6115.84,6090.73,6117.92,6072.54,145319137,154416328543.1
2023-08-08,6077.3,6066.1,6088.1,6044.24,121545728,131357351526.3
2023-08-09,6049.45,6021.75,6062.02,6012.25,98809174,116294678353.9
2023-08-10,6013.35,6031.71,6040.46,5999.56,99842638,103950301369.3
2023-08-11,6030.05,5913.35,6030.05,5913.35,113072007,115393420336.3
2023-08-14,5864.48,5916.8,5919.8,5833.46,103675706,116321082192.1
2023-08-15,5919.77,5879.78,5926.42,5830.97,92417381,107626210841.9
2023-08-16,5858.6,5833.22,5891.81,5833.22,104950425,114013689380.0
2023-08-17,5808.91,5874.36,5882.15,5778.53,113576384,120852973476.6
2023-08-18,5875.11,5777.8,5891.4,5777.8,102931845,109766358594.4
2023-08-21,5764.67,5710.78,5802.51,5710.78,92835698,96691987125.6
2023-08-22,5733.25,5741.06,5754.57,5646.51,106175193,120035178924.1
2023-08-23,5732.39,5629.5,5732.39,5629.5,94186725,101871329162.8
2023-08-24,5650.36,5652.67,5701.32,5619.33,108086771,120640882887.6
2023-08-25,5624.77,5581.21,5648.62,5560.22,106241602,114730298316.4
2023-08-28,5885.88,5644.14,5887.51,5631.69,185745619,181457042375.4
2023-08-29,5631.01,5770.32,5789.96,5626.52,160851895,165476278766.7
2023-08-30,5780.28,5775.15,5817.73,5753.22,136004384,145078565405.8
2023-08-31,5770.95,5739.4,5777.42,5728.47,116335134,121252796160.9
2023-09-01,5746.41,5750.8,5775.18,5732.97,104179103,107061408580.6
2023-09-04,5772.03,5829.78,5829.78,5758.03,135648873,135994054181.1
2023-09-05,5819.97,5788.71,5822.06,5779.37,106517658,114971726102.7
2023-09-06,5771.85,5790.38,5800.96,5748.65,90480502,106512753384.6
2023-09-07,5782.07,5702.7,5782.07,5701.8,92920518,105713167275.8
2023-09-08,5684.66,5708.62,5732.37,5683.4,79520028,93059123325.2
2023-09-11,5723.02,5774.73,5802.21,5704.7,112837137,132425678094.5
2023-09-12,5774.47,5770.93,5793.83,5763.3,86041207,105032116597.9
2023-09-13,5764.82,5715.4,5770.41,5681.5,91472473,101933192541.5
2023-09-14,5714.67,5702.1,5721.21,5679.2,90247792,97979765540.8
2023-09-15,5716.29,5704.66,5741.07,5680.9,98375964,110557876200.1
2023-09-18,5685.85,5719.69,5734.19,5665.58,92305722,109249767455.6
2023-09-19,5713.49,5687.9,5713.6,5670.42,85112102,94544819485.1
2023-09-20,5677.92,5651.01,5689.83,5651.01,77634158,84080282560.4
2023-09-21,5638.44,5611.92,5666.7,5609.21,81931509,84847061987.6
2023-09-22,5606.83,5698.82,5700.32,5603.81,104118982,120276386023.4
2023-09-25,5694.9,5666.66,5699.15,5659.32,93340719,114172282948.0
2023-09-26,5661.03,5646.65,5682.28,5646.65,74309615,100424427689.8
2023-09-27,5642.39,5674.35,5701.51,5641.85,81086240,102149151673.6
2023-09-28,5687.64,5690.77,5704.62,5677.53,79477338,101456952317.7
2023-10-09,5679.64,5658.08,5680.95,5634.35,90029836,109095282387.9
2023-10-10,5665.66,5630.37,5678.46,5627.41,87726425,104621240810.9
2023-10-11,5639.07,5629.79,5674.25,5617.87,90644826,112202131187.6
2023-10-12,5655.61,5671.64,5677.82,5642.49,100502986,119947478383.3
2023-10-13,5645.44,5633.38,5646.07,5616.85,89391702,110878380412.7
2023-10-16,5633.3,5580.67,5636.32,5559.42,89867550,107684372825.8
2023-10-17,5585.14,5595.34,5599.42,5556.57,92516737,105060399668.5
2023-10-18,5586.02,5524.6,5586.02,5519.46,98953562,110310590720.5
2023-10-19,5496.76,5464.03,5529.87,5463.65,108078335,117347195293.0
2023-10-20,5443.46,5423.67,5473.21,5413.02,94936115,107713531625.7
2023-10-23,5400.54,5290.33,5400.79,5269.83,103083126,112227737477.3
2023-10-24,5311.67,5352.01,5363.2,5290.5,114745729,126190795980.9
2023-10-25,5386.43,5376.0,5423.01,5376.0,114921244,129741397087.7
2023-10-26,5351.16,5398.93,5404.99,5337.49,102485044,116893043685.1
2023-10-27,5387.27,5492.03,5514.31,5380.94,112542804,132776259320.2
2023-10-30,5484.62,5546.39,5559.78,5483.16,123034185,153066651404.1
2023-10-31,5547.32,5528.24,5554.19,5505.93,105679375,127527068558.9
2023-11-01,5534.89,5509.97,5534.94,5496.83,87185785,105639439602.5
2023-11-02,5514.52,5459.45,5532.85,5457.75,90202645,101795786004.1
2023-11-03,5462.14,5510.36,5537.73,5462.14,97990576,114009935832.3
2023-11-06,5549.29,5605.06,5609.26,5549.29,139241046,156664899021.4
2023-11-07,5594.47,5611.1,5631.1,5578.51,120579321,139898836824.0
2023-11-08,5602.97,5608.02,5633.97,5577.39,122994558,139708501031.2
2023-11-09,5602.49,5592.06,5638.08,5582.12,106362800,123039510738.4
2023-11-10,5577.34,5573.1,5585.21,5550.82,94324024,109671917967.6
2023-11-13,5589.06,5605.57,5605.57,5565.09,102158932,117833772398.6
2023-11-14,5602.98,5630.55,5639.19,5600.78,101073136,116072656381.1
2023-11-15,5677.55,5664.62,5684.75,5649.72,113087937,131864342620.6
2023-11-16,5647.06,5609.36,5652.4,5609.36,94662677,105765074960.8
2023-11-17,5598.95,5631.42,5632.39,5593.49,89422342,101443839223.4
2023-11-20,5635.59,5659.77,5669.38,5609.27,103105072,119885024783.4
2023-11-21,5669.17,5641.08,5696.09,5634.27,114861205,126740611037.5
2023-11-22,5622.86,5572.9,5639.0,5572.9,104718408,109971792008.8
2023-11-23,5566.73,5622.99,5627.79,5548.97,98042432,101151204629.6
2023-11-24,5619.32,5570.42,5619.32,5556.71,101248044,100701104772.1
2023-11-27,5562.75,5566.51,5579.72,5531.65,98218653,107690772117.8
2023-11-28,5561.58,5591.5,5594.72,5529.54,89373272,98930980618.3
2023-11-29,5588.77,5553.33,5593.37,5547.84,89509151,96924084400.2
2023-11-30,5548.52,5545.05,5560.33,5509.96,87841505,95350481599.1
2023-12-01,5541.23,5566.87,5576.73,5521.06,93371708,107454844321.7
2023-12-04,5578.42,5559.07,5590.84,5559.07,99306543,119628388288.4
2023-12-05,5542.87,5460.41,5542.87,5460.41,91298248,103824359571.7
2023-12-06,5448.46,5481.82,5513.09,5443.07,88373997,102084528903.4
2023-12-07,5475.27,5481.14,5501.48,5443.29,89048687,103621973820.8
2023-12-08,5484.68,5497.99,5522.06,5477.53,118123774,140788027712.1
2023-12-11,5473.65,5564.85,5574.12,5429.44,118605911,140631297822.3
2023-12-12,5560.44,5566.18,5576.01,5545.16,84232331,110639096839.0
2023-12-13,5557.05,5507.51,5558.06,5507.51,75929894,96464641302.3
2023-12-14,5532.99,5489.33,5557.37,5487.75,74118097,89999982306.2
2023-12-15,5499.37,5449.79,5516.22,5438.53,80125418,94631897359.6
2023-12-18,5436.99,5385.27,5448.08,5374.59,78022493,88053828533.8
2023-12-19,5380.73,5379.87,5406.96,5344.03,70323722,82191407660.2
2023-12-20,5386.0,5309.29,5388.46,5308.57,75387097,86209163297.2
2023-12-21,5286.45,5338.76,5352.5,5253.32,81522318,96981042377.4
2023-12-22,5337.38,5311.69,5366.23,5293.22,90387004,108918439607.9
2023-12-25,5301.57,5315.37,5339.66,5288.47,65918772,81018151918.5
2023-12-26,5312.8,5258.28,5313.92,5238.04,67532007,80910364895.8
2023-12-27,5261.57,5285.53,5293.8,5235.46,75397918,84253444705.4
2023-12-28,5280.69,5382.8,5400.24,5275.4,107699239,126896204801.3
2023-12-29,5376.98,5429.23,5437.15,5374.69,90931766,112533613054.4
2024-01-02,5431.48,5409.46,5439.48,5409.46,92964747,106839922689.4
2024-01-03,5398.29,5401.4,5428.52,5373.83,86705229,99883598918.1
2024-01-04,5395.14,5355.32,5395.14,5331.89,78846568,91011406056.3
2024-01-05,5347.07,5281.87,5373.68,5260.59,89538884,101084569596.5
2024-01-08,5268.23,5167.7,5268.98,5167.7,83785155,92792791379.5
2024-01-09,5176.11,5180.65,5220.46,5153.0,78740418,90959823751.5
2024-01-10,5167.73,5158.08,5211.82,5118.43,71173946,84227807644.4
2024-01-11,5152.36,5223.86,5243.14,5146.9,85041295,106151947191.7
2024-01-12,5213.14,5206.18,5262.62,5206.16,76619831,93271394880.1
2024-01-15,5189.53,5193.3,5238.96,5171.24,73925097,88027788849.7
2024-01-16,5188.37,5190.4,5210.08,5124.08,83070371,92337607304.7
2024-01-17,5180.93,5061.54,5180.93,5061.54,78741849,87930639304.5
2024-01-18,5033.1,5066.96,5069.23,4924.68,118751055,123436419725.2
2024-01-19,5056.48,5018.43,5084.29,5014.77,78467383,92039421274.4
2024-01-22,5008.68,4780.97,5008.77,4753.63,109708492,115622857135.0
2024-01-23,4771.5,4865.74,4889.42,4727.88,99944718,107808853142.3
2024-01-24,4886.2,4933.7,4941.44,4766.8,114025805,112683270494.8
2024-01-25,4931.63,5073.18,5074.49,4910.96,132307766,134822852027.2
2024-01-26,5055.29,5027.09,5086.13,5009.97,117009836,119232918977.8
2024-01-29,5032.11,4927.91,5050.11,4927.91,116876657,117835011090.9
2024-01-30,4898.36,4814.99,4939.35,4810.1,99675811,95474113525.6
2024-01-31,4786.81,4696.98,4832.4,4690.94,121093158,116592536773.1
2024-02-01,4667.91,4678.73,4771.05,4629.99,111471910,107508825587.6
2024-02-02,4686.1,4563.22,4724.05,4435.56,137501832,124953077788.8
2024-02-05,4527.71,4460.26,4598.06,4281.24,165958337,143547017412.4
2024-02-06,4411.3,4805.9,4817.12,4405.31,173058335,156485198829.2
2024-02-07,4813.95,5109.57,5110.8,4813.23,227198934,212618286127.8
2024-02-08,5131.8,5150.23,5367.22,5129.78,213676123,212255665093.8
2024-02-19,5225.14,5141.6,5225.14,5074.76,162949893,172805832899.6
2024-02-20,5107.57,5140.96,5151.72,5072.88,121646379,133242205643.5
2024-02-21,5101.41,5139.04,5252.88,5074.82,150872501,155561259421.7
2024-02-22,5133.55,5176.34,5184.62,5117.68,116614806,127546517889.3
2024-02-23,5190.65,5197.71,5197.71,5118.57,135265004,145442447176.8
2024-02-26,5194.74,5195.46,5255.36,5162.95,144018944,152600869381.9
2024-02-27,5174.82,5307.8,5307.8,5160.88,138971751,157201596730.4
2024-02-28,5311.43,5184.05,5383.32,5184.05,202560985,214135426954.0
2024-02-29,5154.15,5346.79,5349.77,5154.15,160790165,178975999913.2
2024-03-01,5350.86,5379.05,5387.78,5321.56,142298395,171103270101.0
2024-03-04,5386.94,5388.82,5400.12,5325.96,143928469,175906403369.0
2024-03-05,5358.22,5351.83,5382.98,5329.97,140816479,174282675002.5
2024-03-06,5332.83,5350.1,5405.49,5293.95,121099564,146843351594.8
2024-03-07,5354.33,5277.3,5384.66,5277.3,139831342,157442183149.0
2024-03-08,5282.41,5349.6,5361.71,5268.53,121467978,144003562005.9
2024-03-11,5342.18,5441.05,5443.04,5339.26,142981732,173588864750.5
2024-03-12,5445.88,5423.72,5473.29,5385.14,147072536,178848761377.9
2024-03-13,5430.04,5415.11,5459.32,5389.53,129746301,164526330861.1
2024-03-14,5415.15,5392.93,5447.54,5352.12,131887357,157337167775.7
2024-03-15,5380.02,5454.15,5456.73,5357.18,136405030,158718756617.2
2024-03-18,5472.31,5528.45,5528.45,5459.55,159862638,190794115131.3
2024-03-19,5514.55,5478.22,5533.64,5477.12,146777240,176661748327.6
2024-03-20,5469.61,5493.41,5499.24,5455.76,126273262,157036230421.8
2024-03-21,5505.7,5465.83,5517.46,5454.23,129489458,159252387801.8
2024-03-22,5454.41,5384.57,5463.54,5356.11,137096029,163185963748.5
2024-03-25,5369.78,5294.75,5401.6,5292.64,130778254,156251665726.7
2024-03-26,5291.52,5284.42,5318.88,5237.9,116468112,145296216679.9
2024-03-27,5280.73,5156.68,5282.7,5156.68,110107142,129828707609.3
2024-03-28,5156.48,5223.81,5276.64,5156.48,116318192,140612607112.3
2024-03-29,5220.55,5286.16,5287.04,5211.19,109047149,126574031377.1
2024-04-01,5309.83,5401.22,5401.78,5309.83,136734854,166553105409.3
2024-04-02,5395.48,5381.23,5402.16,5353.31,132148642,155779915085.8
2024-04-03,5373.5,5374.6,5386.34,5350.16,133628053,154114398165.9
2024-04-08,5358.96,5298.59,5383.66,5297.56,148588559,161260958590.0
2024-04-09,5294.47,5342.9,5342.9,5284.96,113300745,133262737277.5
2024-04-10,5335.73,5275.47,5335.73,5242.86,117908618,132251020973.6
2024-04-11,5244.05,5301.81,5353.81,5240.51,127745143,141290912857.4
2024-04-12,5307.72,5277.22,5336.45,5270.46,118524933,136145117631.0
2024-04-15,5270.04,5339.72,5376.05,5219.43,159217624,169269295711.9
2024-04-16,5309.1,5191.55,5346.76,5184.65,162583973,168778499341.7
2024-04-17,5211.25,5339.75,5339.75,5211.25,147594552,155660732929.5
2024-04-18,5317.8,5349.84,5410.7,5299.23,153497682,167338860159.0
2024-04-19,5322.36,5314.87,5369.95,5292.02,142134216,156010347135.9
2024-04-22,5289.41,5267.58,5340.63,5264.19,135266882,150190436487.7
2024-04-23,5257.77,5208.27,5280.06,5196.96,125801120,139018868110.2
2024-04-24,5210.18,5263.04,5263.04,5183.7,117297220,139471094806.5
2024-04-25,5240.48,5259.34,5297.16,5229.82,110833929,127544603285.3
2024-04-26,5258.38,5372.12,5379.67,5258.38,173777701,193788859192.2
2024-04-29,5371.21,5478.49,5488.28,5371.21,190936055,212148850246.6
2024-04-30,5471.17,5441.14,5478.04,5436.58,162797344,175143689576.2
2024-05-06,5498.44,5528.6,5535.95,5496.91,165791626,187906843862.2
2024-05-07,5532.32,5527.08,5543.13,5507.5,136535402,162155744860.2
2024-05-08,5516.45,5458.76,5516.45,5454.87,123955621,139472996786.3
2024-05-09,5461.36,5556.77,5568.73,5461.36,131121230,153999870752.3
2024-05-10,5562.19,5535.4,5570.57,5497.5,128688030,144026969940.9
2024-05-13,5503.13,5505.26,5527.2,5462.51,131627588,146159918962.1
2024-05-14,5508.47,5500.74,5538.74,5484.96,118994399,132592062465.6
2024-05-15,5495.56,5446.66,5497.08,5441.35,110124989,121525793558.0
2024-05-16,5461.11,5424.67,5475.37,5408.13,122108119,133148761562.0
2024-05-17,5418.66,5491.89,5493.2,5409.7,126916168,139244609264.9
2024-05-20,5496.79,5523.5,5536.66,5484.36,144971448,163572079873.3
2024-05-21,5511.48,5478.91,5513.42,5460.98,108691192,123832374658.6
2024-05-22,5472.01,5468.61,5486.3,5455.08,113057782,126572719199.3
2024-05-23,5448.94,5362.31,5448.94,5352.39,126657569,135749197020.0
2024-05-24,5348.51,5313.45,5400.16,5311.49,106564175,117396142024.9
2024-05-27,5325.85,5371.37,5373.11,5284.51,115643229,124785634504.8
2024-05-28,5363.33,5316.13,5365.47,5310.32,110965373,120979080988.0
2024-05-29,5308.59,5328.31,5361.74,5305.96,104361267,112762595771.6
2024-05-30,5316.4,5308.66,5349.69,5296.49,107350187,114757614217.4
2024-05-31,5310.72,5308.54,5357.02,5308.54,104151147,113019704335.1
2024-06-03,5300.79,5274.07,5316.34,5232.69,126968515,129543758977.7
2024-06-04,5263.23,5341.95,5352.28,5247.58,108083144,117835610768.9
2024-06-05,5328.87,5277.94,5347.43,5277.94,105792757,111608396273.0
2024-06-06,5291.52,5228.8,5305.88,5213.66,133368231,135739981470.4
2024-06-07,5247.15,5208.98,5258.82,5172.05,113527478,118553769519.2
2024-06-11,5182.41,5217.47,5232.85,5159.33,116437116,119660626659.4
2024-06-12,5209.13,5232.95,5245.99,5205.57,103065569,111341271703.7
2024-06-13,5231.91,5194.59,5233.8,5182.74,118232764,123194241679.1
2024-06-14,5180.29,5213.09,5235.88,5163.38,133998620,146009261400.6
2024-06-17,5189.28,5207.13,5223.59,5184.6,107970664,135704407617.0
2024-06-18,5207.98,5230.89,5243.59,5204.97,94090903,120391272834.4
2024-06-19,5235.48,5168.82,5236.3,5168.82,87849590,111740529823.1
2024-06-20,5162.16,5094.57,5184.75,5092.29,95609003,113062777426.7
2024-06-21,5079.92,5102.33,5128.14,5071.65,83838907,98090349439.3
2024-06-24,5072.8,4992.91,5078.96,4986.77,100186646,113108464981.7
2024-06-25,4989.07,4948.63,5007.34,4918.04,91636779,104683752506.4
2024-06-26,4942.17,5020.43,5024.77,4915.66,93394621,102152255030.0
2024-06-27,4998.99,4928.05,5000.18,4925.16,88537187,97364975399.3
2024-06-28,4914.67,4942.78,5003.41,4914.55,106308342,114743251798.9
2024-07-01,4943.79,5003.16,5017.61,4929.09,97312793,110821074065.9
2024-07-02,5000.58,4949.48,5002.74,4934.12,96209334,105902911013.0
2024-07-03,4945.4,4910.92,4950.51,4905.39,84528331,96121126342.0
2024-07-04,4917.44,4834.5,4935.61,4827.34,91008466,98771611006.7
2024-07-05,4828.86,4866.26,4877.93,4794.13,83133279,93724633826.8
2024-07-08,4857.02,4783.62,4857.27,4768.56,90254500,96789200226.5
2024-07-09,4775.31,4876.9,4888.48,4745.32,111401968,126704548339.3
2024-07-10,4857.48,4844.16,4891.37,4836.17,100953186,117244916014.0
